415_2,415_4,415_6,415_8,415_10,415_12,415_14,415_16,415_17,415_18,415_19,415_20,415_21,415_22,415_23,415_24,415_25,415_26,415_27,415_28,415_29,415_30,415_31,415_32,415_33,415_34
,,,,,,,,,,SULF2,LINC01140,,FP700107.1,SRSF3P2,,,TMEM132B,DEFB1,CRISP1,KRT90P,,,,,
,,,,,,,,,,SUN2,LINC01141,,FP700111.1,SSR4,,,TMEM139,DEFB4A,CRISP2,KRT125P,,,,,
,,,,,,,,,,SUSD2,LINC01145,,FP700111.2,SSTR2,,,TMEM143,DEFB4B,CRISP3,KRT126P,,,,,
,,,,,,,,,,SUSD4,LINC01149,,FP700111.3,SSU72P2,,,TMEM158,DEFB103B,CRLF3P1,KRT127P,,,,,
,,,,,,,,,,SV2B,LINC01163,,FPGT-TNNI3K,SSU72P3,,,TMEM159,DEFB104A,CRMP1,KRT128P,,,,,
,,,,,,,,,,SV2C,LINC01166,,FPR1,SSU72P5,,,TMEM168,DEFB104B,CRNN,KRTAP4-2,,,,,
,,,,,,,,,,SYNDIG1L,LINC01167,,FRA10AC1,SSU72P6,,,TMEM170B,DEFB105B,CROCC,KRTAP4-17P,,,,,
,,,,,,,,,,SYNE1,LINC01168,,FRAS1,SSU72P7,,,TMEM178B,DEFB106A,CROCC2,KRTAP5-9,,,,,
,,,,,,,,,,SYNGR3,LINC01193,,FREM2,SSX2,,,TMEM182,DEFB106B,CRYM,KRTAP9-1,,,,,
,,,,,,,,,,SYT2,LINC01210,,FREM2-AS1,SSX2B,,,TMEM191A,DEFB107A,CSAG1,KRTAP9-2,,,,,
,,,,,,,,,,SYT6,LINC01221,,FRG1,ST3GAL1,,,TMEM200A,DEFB107B,CSAG2,KRTAP9-3,,,,,
,,,,,,,,,,SYT7,LINC01234,,FRG1-DT,ST6GAL2,,,TMEM209,DEFB112,CSAG3,KRTAP9-4,,,,,
,,,,,,,,,,SYT8,LINC01237,,FRG1BP,ST8SIA3,,,TMEM220-AS1,DEFB117,CSAG4,KRTAP9-6,,,,,
,,,,,,,,,,SYT9,LINC01239,,FRG1EP,ST8SIA6,,,TMEM231,DEFB118,CSF2RB,KRTAP9-8,,,,,
,,,,,,,,,,SYT12,LINC01248,,FRG1FP,ST18,,,TMEM231P1,DEFB119,CSF2RBP1,KRTAP9-10P,,,,,
,,,,,,,,,,SYT17,LINC01257,,FRG1GP,STAB2,,,TMEM250,DEFB126,CSGALNACT1,KRTAP9-12P,,,,,
,,,,,,,,,,SYTL3,LINC01276,,FRG1HP,STK31,,,TMEM255B,DEFB131A,CSMD1,KRTAP10-1,,,,,
,,,,,,,,,,TAFA4,LINC01297,,FRG1JP,STK33,,,TMEM273,DEFT1P,CSMD2,KRTAP10-3,,,,,
,,,,,,,,,,TAFA5,LINC01300,,FRG1KP,STK35,,,TMOD1,DEFT1P2,CSMD2-AS1,KRTAP10-5,,,,,
,,,,,,,,,,TAL1,LINC01301,,FRG2B,STK39,,,TMPOP1,DEGS2,CSPG5,KRTAP10-7,,,,,
,,,,,,,,,,TAMALIN,LINC01304,,FRMD4A,STON2,,,TMSB15A,DELEC1,CST1,KRTAP10-8,,,,,
,,,,,,,,,,TAS1R3,LINC01310,,FRMD5,STRADBP1,,,TMTC4,DENND2A,CST2P1,KRTAP10-10,,,,,
,,,,,,,,,,TBC1D3F,LINC01315,,FRMD6-AS1,SUCLA2P1,,,TMX4,DENND11,CST4,KRTAP10-11,,,,,
,,,,,,,,,,TBC1D10C,LINC01331,,FRMD8,SUCLG2-AS1,,,TNC,DGCR5,CST7,KRTAP12-2,,,,,
,,,,,,,,,,TBCD,LINC01342,,FRS2,SULF1,,,TNFRSF11A,DGKG,CSTP2,KRTAP12-3,,,,,
,,,,,,,,,,TBKBP1,LINC01345,,FRY,SULF2,,,TNFRSF19,DGKI,CT45A1,KRTAP12-4,,,,,
,,,,,,,,,,TBX1,LINC01346,,FRYL,SULT1B1,,,TNRC6C,DGKK,CT45A2,KRTAP12-6P,,,,,
,,,,,,,,,,TBX2,LINC01377,,FST,SUSD4,,,TOR1AIP1,DHFRP2,CT45A3,KRTAP17-1,,,,,
,,,,,,,,,,TBX5,LINC01388,,FSTL3,SV2B,,,TOX3,DHRS7C,CT45A5,KRTAP29-1,,,,,
,,,,,,,,,,TBX21,LINC01399,,FSTL4,SV2C,,,TP53I3,DIO3OS,CT45A6,KSR1P1,,,,,
,,,,,,,,,,TBXT,LINC01414,,FTCDNL1,SYCP1,,,TP53TG1,DIPK2B,CT45A9,KSR2,,,,,
,,,,,,,,,,TCAP,LINC01422,,FTO,SYN2,,,TPD52L2,DIRC3,CT45A10,LACRT,,,,,
,,,,,,,,,,TCEA2,LINC01451,,FTX,SYN3,,,TPGS1,DISP3,CT45A11P,LALBA,,,,,
,,,,,,,,,,TCERG1L,LINC01502,,FUBP3,SYNDIG1,,,TPGS2,DKFZP434H168,CT55,LAMB4,,,,,
,,,,,,,,,,TCF15,LINC01511,,FUNDC1,SYNDIG1L,,,TPK1,DKK2,CTAGE6,LANCL3,,,,,
,,,,,,,,,,TCF20,LINC01517,,FUOM,SYT4,,,TPP2,DLG3,CTAGE8,LAPTM4BP1,,,,,
,,,,,,,,,,TCF24,LINC01529,,FUT8,SYT6,,,TPTE,DLG5,CTAGE15,LARGE2,,,,,
,,,,,,,,,,TCHH,LINC01551,,FUT9,SYT9,,,TPTEP1,DLGAP1,CTBP2P4,LBX1-AS1,,,,,
,,,,,,,,,,TCIRG1,LINC01586,,FUT10,SYT10,,,TRAJ53,DLGAP2,CTBP2P6,LCA10,,,,,
,,,,,,,,,,TCP11X1,LINC01591,,FYCO1,SYT14,,,TRAJ55,DLGAP2-AS1,CTBP2P9,LCE1B,,,,,
,,,,,,,,,,TCTE1,LINC01592,,FYN,SYT17,,,TRAPPC5,DLGAP3,CTBP2P10,LCE1C,,,,,
,,,,,,,,,,TEAD3,LINC01632,,FZD1,SYTL5,,,TRAPPC12,DLGAP4,CTCFL,LCE1E,,,,,
,,,,,,,,,,TEF,LINC01639,,FZD2,TAB2,,,TRAV5,DLK1,CTD-2297D10.2,LCE2A,,,,,
,,,,,,,,,,TEKT4,LINC01647,,FZD3,TADA1,,,TRAV11,DLK2,CTNNA3,LCE2B,,,,,
,,,,,,,,,,TEKT4P2,LINC01651,,FZD8,TAFA1,,,TRAV26-1,DLL1,CTNND2,LCE2C,,,,,
,,,,,,,,,,TENM2,LINC01705,,FZD9,TAFA4,,,TRAV29DV5,DMAC1,CTSG,LCE3A,,,,,
,,,,,,,,,,TENM4,LINC01726,,GAB3,TAFA5,,,TRAV38-2DV8,DMBT1,CTXND1,LCE3D,,,,,
,,,,,,,,,,TESPA1,LINC01746,,GABBR1,TAL1,,,TRAV40,DMBT1L1,CU104787.1,LCE3E,,,,,
,,,,,,,,,,TEX22,LINC01747,,GABBR2,TAMM41,,,TRAV41,DMRT1,CUPIN1P,LCE5A,,,,,
,,,,,,,,,,TFAP2D,LINC01749,,GABRA1,TANC2,,,TRDMT1,DMRT3,CUX2,LCE6A,,,,,
,,,,,,,,,,TFEB,LINC01814,,GABRA2,TAPT1-AS1,,,TREML4,DMRTC1,CUZD1,LCEP2,,,,,
,,,,,,,,,,TGFA,LINC01865,,GABRA5,TBC1D5,,,TRHDE,DMRTC1B,CWH43,LDB2,,,,,
,,,,,,,,,,TH,LINC01874,,GABRB2,TBC1D30,,,TRHDE-AS1,DMRTC2,CX3CR1,LECT2,,,,,
,,,,,,,,,,THCAT155,LINC01875,,GABRB3,TBX18,,,TRIB2,DNAH3,CXCL12,LELP1,,,,,
,,,,,,,,,,THOC3,LINC01896,,GABRG1,TC2N,,,TRIB3,DNAH5,CXCL14,LEMD1,,,,,
,,,,,,,,,,THPO,LINC01902,,GABRG2,TCAF1,,,TRIM5,DNAH8,CXCL17,LERFS,,,,,
,,,,,,,,,,THSD7A,LINC01939,,GABRG3,TCAF2,,,TRIM6,DNAH9,CXCR1,LETM1P2,,,,,
,,,,,,,,,,THSD7B,LINC01951,,GABRR3,TCAF2P1,,,TRIM9,DNAH10,CXCR2,LEUTX,,,,,
,,,,,,,,,,TIGD3,LINC01956,,GAD1,TCERG1L,,,TRIM24,DNAI1,CXCR4,LGALS13,,,,,
,,,,,,,,,,TIGD5,LINC01971,,GADD45A,TCERG1P2,,,TRIM26,DNAI2,CXorf49,LGALS14,,,,,
,,,,,,,,,,TINAGL1,LINC01973,,GAL3ST4,TCF4,,,TRIM32,DNAJC19P2,CXorf49B,LGALS16,,,,,
,,,,,,,,,,TLCD3B,LINC01978,,GALC,TCF4-AS2,,,TRIM35,DNAJC19P3,CYCSP39,LHFPL4,,,,,
,,,,,,,,,,TLE3,LINC01993,,GALNT2,TCF15,,,TRIM36,DNASE1L2,CYCSP41,LIF,,,,,
,,,,,,,,,,TLE5,LINC02016,,GALNT8,TCF24,,,TRIM39,DNER,CYP2A6,LILRA1,,,,,
,,,,,,,,,,TLL2,LINC02073,,GALNT10,TCHH,,,TRIM44,DNM1P31,CYP2A7,LILRA2,,,,,
,,,,,,,,,,TLX1NB,LINC02078,,GALNT11,TCHHL1,,,TRIM51FP,DOC2A,CYP2A7P1,LILRA4,,,,,
,,,,,,,,,,TMC4,LINC02092,,GALNT13,TCP11X1,,,TRIM51GP,DOC2B,CYP2A7P2,LILRB4,,,,,
,,,,,,,,,,TMC5,LINC02109,,GALNT18,TEKT1,,,TRIM68,DOCK3,CYP2A13,LILRP1,,,,,
,,,,,,,,,,TMC8,LINC02135,,GALR1,TEKT4P2,,,TRIO,DOK2,CYP2B6,LILRP2,,,,,
,,,,,,,,,,TMEFF2,LINC02136,,GAR1,TENM2,,,TRIP12,DOK7,CYP2B7P,LIMS2,,,,,
,,,,,,,,,,TMEM59L,LINC02138,,GAREM1,TENM3,,,TRIQK,DPEP1,CYP2C8,LIN28A,,,,,
,,,,,,,,,,TMEM63C,LINC02145,,GAREM2,TENM4,,,TRMT9B,DPF1,CYP2C9,LINC-ROR,,,,,
,,,,,,,,,,TMEM88B,LINC02171,,GARNL3,TENT4A,,,TRPC3,DPP6,CYP2C18,LINC00029,,,,,
,,,,,,,,,,TMEM105,LINC02188,,GARS1P1,TESPA1,,,TRPC6,DPP10,CYP2C19,LINC00200,,,,,
,,,,,,,,,,TMEM114,LINC02196,,GART,TEX33,,,TRPM3,DPT,CYP2E1,LINC00221,,,,,
,,,,,,,,,,TMEM130,LINC02210-CRHR1,,GAS1RR,TFAP2D,,,TSEN2,DPYSL4,CYP2F1,LINC00244,,,,,
,,,,,,,,,,TMEM132A,LINC02222,,GAS2,TGFA,,,TSPAN17,DRAIC,CYP2G1P,LINC00266-1,,,,,
,,,,,,,,,,TMEM132B,LINC02236,,GAS5,THOC3,,,TSPYL2,DRD1,CYP2G2P,LINC00293,,,,,
,,,,,,,,,,TMEM132E,LINC02247,,GAS8,THORLNC,,,TTC6,DRD2,CYP2S1,LINC00305,,,,,
,,,,,,,,,,TMEM150B,LINC02280,,GASAL1,THSD7A,,,TTC8,DRD5,CYP2T3P,LINC00331,,,,,
,,,,,,,,,,TMEM151A,LINC02297,,GATA3,THSD7B,,,TTC9,DRD5P1,CYP3A51P,LINC00354,,,,,
,,,,,,,,,,TMEM151B,LINC02298,,GATA4,THUMPD1,,,TTC14,DRD5P2,CYP4A11,LINC00411,,,,,
,,,,,,,,,,TMEM178B,LINC02299,,GATA6-AS1,TIGAR,,,TTLL11,DRGX,CYP4A22,LINC00452,,,,,
,,,,,,,,,,TMEM179,LINC02314,,GATAD2B,TLE1,,,TTYH1,DSCAM,CYP4A22-AS1,LINC00469,,,,,
,,,,,,,,,,TMEM181,LINC02346,,GATB,TLL1,,,TUB,DSCAM-AS1,CYP4A27P,LINC00470,,,,,
,,,,,,,,,,TMEM184A,LINC02348,,GAU1,TLL2,,,TUBB3,DSCAM-IT1,CYP4A44P,LINC00489,,,,,
,,,,,,,,,,TMEM200A,LINC02351,,GBX1,TLR4,,,TUBB4BP7,DSCAML1,CYP4B1,LINC00507,,,,,
,,,,,,,,,,TMEM204,LINC02352,,GBX2,TLR5,,,TUSC1,DSCR10,CYP4F2,LINC00517,,,,,
,,,,,,,,,,TMEM221,LINC02495,,GCA,TMA16P1,,,TXLNG,DTNA,CYP4F3,LINC00524,,,,,
,,,,,,,,,,TMEM233,LINC02520,,GCLC,TMC5,,,TXNL1,DTX1,CYP4F8,LINC00529,,,,,
,,,,,,,,,,TMEM238,LINC02593,,GCNT2,TMCC3,,,UAP1L1,DUOX1,CYP4F9P,LINC00592,,,,,
,,,,,,,,,,TMEM255B,LINC02596,,GCNT4,TMCO1,,,UBA1,DUOX2,CYP4F11,LINC00606,,,,,
,,,,,,,,,,TMEM271,LINC02620,,GCSAML,TMEFF2,,,UBASH3B,DUOXA2,CYP4F12,LINC00654,,,,,
,,,,,,,,,,TMEM273,LINC02646,,GCSH,TMEM18,,,UBE2Q2P2,DUSP15,CYP4F22,LINC00667,,,,,
,,,,,,,,,,TMEM275,LINC02674,,GDA,TMEM68,,,UBE2QL1,DUSP22,CYP4F23P,LINC00670,,,,,
,,,,,,,,,,TMPOP1,LINC02687,,GDAP1,TMEM99,,,UBE2U,DUTP3,CYP4F24P,LINC00858,,,,,
,,,,,,,,,,TMPRSS6,LINC02688,,GDE1,TMEM100,,,UBIAD1,DUX4,CYP4F30P,LINC00869,,,,,
,,,,,,,,,,TNC,LINC02689,,GDF6,TMEM117,,,UBN2,DUX4L2,CYP4F36P,LINC00877,,,,,
,,,,,,,,,,TNFAIP2,LINC02692,,GDNF,TMEM132B,,,ULBP3,DUX4L3,CYP4F62P,LINC00898,,,,,
,,,,,,,,,,TNFAIP8L3,LINC02749,,GEMIN2,TMEM139,,,ULK1,DUX4L4,CYP4X1,LINC00904,,,,,
,,,,,,,,,,TNFRSF6B,LINC02752,,GEMIN5,TMEM158,,,UNC5A,DUX4L5,CYP4Z1,LINC00917,,,,,
,,,,,,,,,,TNFRSF18,LINC02753,,GET4,TMEM178B,,,UNC5C,DUX4L7,CYP4Z2P,LINC00922,,,,,
,,,,,,,,,,TNNI2,LINC02774,,GFER,TMEM179,,,UNC13B,DUX4L8,CYP7B1,LINC00923,,,,,
,,,,,,,,,,TNNT3,LINC02780,,GFOD1,TMEM200A,,,UNC13C,DUX4L9,CYP11B1,LINC00927,,,,,
,,,,,,,,,,TNR,LINC02786,,GFPT2,TMEM225,,,UNCX,DUX4L13,CYP11B2,LINC00929,,,,,
,,,,,,,,,,TNS1,LINC02800,,GFRA1,TMEM229A,,,UPP1,DUX4L16,CYP26A1,LINC00943,,,,,
,,,,,,,,,,TNS2,LINC02802,,GFRA2,TMEM255B,,,UQCC2,DUX4L17,CYP26B1,LINC00989,,,,,
,,,,,,,,,,TNXA,LINC02810,,GFRAL,TMEM273,,,UQCRB,DUX4L18,CYP26C1,LINC01001,,,,,
,,,,,,,,,,TNXB,LINC02814,,GFUS,TMOD1,,,URI1,DUX4L19,CYP27B1,LINC01002,,,,,
,,,,,,,,,,TOMM40P1,LINC02846,,GGACT,TNC,,,USP12,DUX4L25,CYP46A4P,LINC01006,,,,,
,,,,,,,,,,TONSL,LINC02870,,GGCT,TNFRSF11A,,,USP14,DUX4L26,CYP51A1P2,LINC01016,,,,,
,,,,,,,,,,TONSL-AS1,LINC02874,,GGH,TNPO1P2,,,USP27X,DUX4L27,CYRIA,LINC01018,,,,,
,,,,,,,,,,TOX2,LINC02884,,GGNBP2,TNR,,,USP31,DUX4L32,CYS1,LINC01019,,,,,
,,,,,,,,,,TOX3,LINGO1,,GGTA1,TOMM40P2,,,USP39,DUX4L33,CYTH4,LINC01029,,,,,
,,,,,,,,,,TP53I11,LINGO1-AS2,,GHR,TOX3,,,USP42,DUX4L34,CYTL1,LINC01070,,,,,
,,,,,,,,,,TP73,LINGO3,,GHRHR,TPGS2,,,USP43,DUX4L37,DAB1,LINC01081,,,,,
,,,,,,,,,,TPBGL,LIPE,,GIMAP4,TPH2,,,UTP14A,DUX4L50,DACH1,LINC01096,,,,,
,,,,,,,,,,TPGS2,LIPG,,GIMAP7,TPK1,,,VAC14,DUXAP8,DAO,LINC01107,,,,,
,,,,,,,,,,TPO,LLGL2,,GIMAP8,TPO,,,VAMP9P,DUXAP9,DAPL1,LINC01119,,,,,
,,,,,,,,,,TPPP,LMF1,,GINS1,TPTE,,,VAPB,DUXAP10,DBH-AS1,LINC01121,,,,,
,,,,,,,,,,TPPP3,LMF1-AS1,,GINS3,TPTEP1,,,VAX1,E2F3P1,DBX1,LINC01122,,,,,
,,,,,,,,,,TPRN,LMF2,,GINS4,TRAJ53,,,VCAN,EBF1,DCANP1,LINC01134,,,,,
,,,,,,,,,,TPRXL,LMNB2,,GIT1,TRAJ55,,,VDR,EBF2,DCC,LINC01137,,,,,
,,,,,,,,,,TPSAB1,LMO1,,GJA3,TRAJ59,,,VENTXP1,EBF3,DCD,LINC01138,,,,,
,,,,,,,,,,TPSB2,LMO2,,GJC1,TRAT1,,,VEZT,EBI3,DCDC2C,LINC01146,,,,,
,,,,,,,,,,TPSD1,LMX1A,,GK2,TRAV4,,,VGF,ECEL1,DCHS1,LINC01151,,,,,
,,,,,,,,,,TPSP2,LMX1B,,GLB1L,TRAV5,,,VGLL3,ECEL1P3,DCLK3,LINC01189,,,,,
,,,,,,,,,,TPTEP1,LNCNEF,,GLB1L2,TRAV8-6,,,VIP,EDN1,DDC,LINC01193,,,,,
,,,,,,,,,,TRABD,LNCOC1,,GLCCI1,TRAV11,,,VMA21,EDN3,DDC-AS1,LINC01194,,,,,
,,,,,,,,,,TRAPPC5,LORICRIN,,GLCCI1-DT,TRAV21,,,VPS28,EEF1A1P17,DEFA1,LINC01201,,,,,
,,,,,,,,,,TRAPPC6A,LOXHD1,,GLE1,TRAV22,,,VPS35L,EEF1A2,DEFA5,LINC01221,,,,,
,,,,,,,,,,TRAPPC9,LOXL1-AS1,,GLI2,TRAV24,,,VSIG10L,EEF1AKMT4,DEFA6,LINC01227,,,,,
,,,,,,,,,,TRARG1,LOXL2,,GLI3,TRAV26-1,,,VSNL1,EEF1DP6,DEFA7P,LINC01231,,,,,
,,,,,,,,,,TRIM29,LPA,,GLIDR,TRAV29DV5,,,VSTM2A,EFCAB6,DEFA8P,LINC01239,,,,,
,,,,,,,,,,TRIM47,LPCAT1,,GLIPR2,TRAV38-2DV8,,,VSTM2A-OT1,EFCAB8,DEFB1,LINC01248,,,,,
,,,,,,,,,,TRIOBP,LPL,,GLIS2,TRAV40,,,VSTM2B,EFEMP1,DEFB4A,LINC01250,,,,,
,,,,,,,,,,TRPM5,LRATD1,,GLO1,TRAV41,,,VSX2,EGFR,DEFB103B,LINC01282,,,,,
,,,,,,,,,,TRPV3,LRCOL1,,GLP1R,TRBV1,,,WARS1,EGFR-AS1,DEFB104A,LINC01287,,,,,
,,,,,,,,,,TSC2,LRFN2,,GLRA1,TRBV11-2,,,WAS,EGR2,DEFB104B,LINC01289,,,,,
,,,,,,,,,,TSNARE1,LRFN4,,GLRA3,TRBV23-1,,,WBP2NL,EGR4,DEFB105B,LINC01301,,,,,
,,,,,,,,,,TSPAN4,LRFN5,,GLRB,TREML4,,,WDR11,EHMT1,DEFB106A,LINC01304,,,,,
,,,,,,,,,,TSPAN8,LRMDA,,GLRX,TRHDE,,,WDR38,EI24P2,DEFB106B,LINC01331,,,,,
,,,,,,,,,,TSPAN9,LRP1,,GLRX3,TRHDE-AS1,,,WDR70,EIF3FP1,DEFB107A,LINC01345,,,,,
,,,,,,,,,,TSPAN18,LRP2,,GLT8D2,TRIB2,,,WDR90,EIF4A1P3,DEFB107B,LINC01377,,,,,
,,,,,,,,,,TSPAN31,LRP4,,GLUD2,TRIM3,,,WEE2-AS1,EIF4BP2,DEFB108C,LINC01399,,,,,
,,,,,,,,,,TSPAN32,LRP5,,GLYAT,TRIM5,,,WFDC10A,EIF4BP4,DEFB110,LINC01411,,,,,
,,,,,,,,,,TSPEAR,LRP5L,,GLYATL1,TRIM6,,,WIF1,EIF4E3,DEFB112,LINC01415,,,,,
,,,,,,,,,,TSPOAP1,LRRC3-DT,,GLYATL1B,TRIM9,,,WNK3,EIF4EBP2P1,DEFB117,LINC01422,,,,,
,,,,,,,,,,TSSK5P,LRRC7,,GM2A,TRIM22,,,WNT11,ELAPOR2,DEFB118,LINC01427,,,,,
,,,,,,,,,,TTBK1,LRRC10B,,GMCL1,TRIM36,,,WNT16,ELAVL3,DEFB119,LINC01432,,,,,
,,,,,,,,,,TTC9,LRRC14,,GMDS,TRIM51FP,,,WRN,ELDR,DEFB121,LINC01435,,,,,
,,,,,,,,,,TTC34,LRRC26,,GMDS-DT,TRIM51GP,,,WWOX,ELFN2,DEFB126,LINC01440,,,,,
,,,,,,,,,,TTLL8,LRRC27,,GML,TRIM68,,,WWTR1,ELK2AP,DEFB131A,LINC01445,,,,,
,,,,,,,,,,TTLL10,LRRC32,,GMNN,TRIM77BP,,,XAGE1B,ELL2P1,DEGS2,LINC01446,,,,,
,,,,,,,,,,TTLL10-AS1,LRRC45,,GMPPA,TRIQK,,,XKR4,ELMO2,DELEC1,LINC01456,,,,,
,,,,,,,,,,TTYH1,LRRC56,,GMPR,TRPC6,,,XKR6,ELN,DENND2A,LINC01470,,,,,
,,,,,,,,,,TTYH3,LRRC71,,GNAO1,TRPM3,,,XPNPEP1,ELOCP32,DENND11,LINC01471,,,,,
,,,,,,,,,,TUB,LRRC74B,,GNB2,TRPV5,,,YARS2,ELOVL2-AS1,DGCR5,LINC01477,,,,,
,,,,,,,,,,TULP1,LRRC75A,,GNB4,TRY2P,,,YIPF5,ELOVL3,DGKG,LINC01480,,,,,
,,,,,,,,,,TUNAR,LRRC75B,,GNG11,TSHB,,,YTHDF1,ELSPBP1,DGKI,LINC01498,,,,,
,,,,,,,,,,TXNRD2,LRRFIP1,,GNL3L,TSHZ2,,,YWHAB,EMC10,DGKK,LINC01511,,,,,
,,,,,,,,,,U82695.1,LRRN2,,GNPDA2,TSHZ3,,,Y_RNA,EMCN,DHFRP2,LINC01517,,,,,
,,,,,,,,,,UAP1L1,LRRTM1,,GOLGA2P7,TSNARE1,,,Z73429.1,EMILIN2,DHRS7C,LINC01522,,,,,
,,,,,,,,,,UBA7,LRTM1,,GOLGA2P10,TSPAN5,,,Z82195.2,EMILIN3,DIO3OS,LINC01523,,,,,
,,,,,,,,,,UBASH3B,LRTM2,,GOLGA8CP,TSPAN8,,,ZBED8,EML1,DIPK2B,LINC01524,,,,,
,,,,,,,,,,UBE2L3,LSINCT5,,GOLGA8DP,TSPAN31,,,ZBTB7C,EML5,DIRC3,LINC01527,,,,,
,,,,,,,,,,UBE2QL1,LSM4,,GOLIM4,TTC6,,,ZBTB14,EML6,DISP3,LINC01533,,,,,
,,,,,,,,,,UGT3A1,LSP1,,GON7,TTC9,,,ZBTB16,EMX1,DKK2,LINC01538,,,,,
,,,,,,,,,,UICLM,LSP1P5,,GOPC,TTC29,,,ZBTB18,EMX2,DKK3,LINC01539,,,,,
,,,,,,,,,,ULBP1,LSR,,GOT2,TTYH1,,,ZC4H2,EMX2OS,DLEU7,LINC01550,,,,,
,,,,,,,,,,UNC5A,LTA,,GPAT4,TUB,,,ZCCHC2,EN1,DLG2,LINC01559,,,,,
,,,,,,,,,,UNC5B,LTBP1,,GPATCH2L,TUBB4BP7,,,ZCCHC4,ENDOV,DLG3,LINC01561,,,,,
,,,,,,,,,,UNC13D,LTBP2,,GPATCH8,TXNL1,,,ZCCHC7,ENGASE,DLG5,LINC01570,,,,,
,,,,,,,,,,UNCX,LTBP3,,GPC1,U3,,,ZDHHC7,ENPP7P5,DLGAP1,LINC01572,,,,,
,,,,,,,,,,URAD,LTBP4,,GPC3,U8,,,ZDHHC13,ENPP7P6,DLGAP2,LINC01587,,,,,
,,,,,,,,,,USH1C,LTC4S,,GPC6,UBE2D3P1,,,ZEB1,ENPP7P7,DLGAP2-AS1,LINC01591,,,,,
,,,,,,,,,,USH1G,LTF,,GPN3P1,UBE2QL1,,,ZFAND4,ENPP7P8,DLGAP3,LINC01592,,,,,
,,,,,,,,,,UTF1,LY6E-DT,,GPR12,UBE2U,,,ZFP41,ENPP7P13,DLGAP4,LINC01611,,,,,
,,,,,,,,,,UVSSA,LY6H,,GPR17,UBQLN1P1,,,ZFP90,ENPP7P14,DLK1,LINC01630,,,,,
,,,,,,,,,,VAC14,LY6L,,GPR63,UBTFL9,,,ZFPM2,ENTPD2,DLK2,LINC01638,,,,,
,,,,,,,,,,VASN,LYPD4,,GPR88,UNC5A,,,ZHX2,ENTPD4,DMAC1,LINC01640,,,,,
,,,,,,,,,,VAT1L,LZTS1,,GPR89A,UNC5C,,,ZIC2,EPB41L1,DMBT1,LINC01643,,,,,
,,,,,,,,,,VAV2,LZTS3,,GPR89B,UNC13C,,,ZIC3,EPHA1,DMBT1L1,LINC01644,,,,,
,,,,,,,,,,VAX1,MAB21L4,,GPR101,UNC79,,,ZIC5,EPHA1-AS1,DMRT1,LINC01645,,,,,
,,,,,,,,,,VENTX,MACF1,,GPR108,UNCX,,,ZIM2,EPHA4,DMRT3,LINC01646,,,,,
,,,,,,,,,,VN1R65P,MACROD1,,GPR148,UQCC1,,,ZKSCAN2,EPHA6,DMRTA1,LINC01647,,,,,
,,,,,,,,,,VPS28,MAD1L1,,GPR149,UQCRB,,,ZMAT1,EPHA8,DMRTC1,LINC01654,,,,,
,,,,,,,,,,VPS37D,MADCAM1,,GPR158,URAD,,,ZNF2,EPHA10,DMRTC1B,LINC01665,,,,,
,,,,,,,,,,VSTM2A,MAFA,,GPR176-DT,USP31,,,ZNF18,EPHB1,DMRTC2,LINC01666,,,,,
,,,,,,,,,,VSTM2B,MAFG,,GPR180,VAC14,,,ZNF19,EPHB2,DNAH3,LINC01675,,,,,
,,,,,,,,,,VSTM2L,MAFK,,GPRIN1,VAMP9P,,,ZNF22-AS1,EPHB6,DNAH5,LINC01682,,,,,
,,,,,,,,,,VSTM4,MAGEA2B,,GPSM3,VAT1L,,,ZNF30,EPPIN,DNAH8,LINC01684,,,,,
,,,,,,,,,,VSX2,MAGEA3,,GPT2,VAX1,,,ZNF92,EPPIN-WFDC6,DNAH8-AS1,LINC01692,,,,,
,,,,,,,,,,VWA1,MAGEL2,,GPX4,VDR,,,ZNF175,EPX,DNAH9,LINC01698,,,,,
,,,,,,,,,,VWA2,MALL,,GRAMD1B,VENTXP1,,,ZNF195,ERC2,DNAH10,LINC01704,,,,,
,,,,,,,,,,VWA3B,MAMDC4,,GRAMD4P3,VGLL3,,,ZNF214,ERFL,DNAI1,LINC01718,,,,,
,,,,,,,,,,VWA5B1,MAMLD1,,GRAMD4P4,VIP,,,ZNF215,ERICH1,DNAI2,LINC01721,,,,,
,,,,,,,,,,VWA5B2,MAN1C1,,GRASLND,VPS50,,,ZNF239,ERICH6B,DNAJB8,LINC01722,,,,,
,,,,,,,,,,VWC2,MAP1B,,GREB1L,VSNL1,,,ZNF248,ESM1,DNAJC19P3,LINC01727,,,,,
,,,,,,,,,,WASH8P,MAP2K3,,GRIA2,VSTM2A,,,ZNF250,ESPN,DNASE1L2,LINC01734,,,,,
,,,,,,,,,,WDR18,MAP3K21,,GRIA4,VSTM2A-OT1,,,ZNF267,ESRRB,DNER,LINC01741,,,,,
,,,,,,,,,,WDR46,MAP4K2,,GRID2,VSTM4,,,ZNF280C,ETDA,DNM1P30,LINC01742,,,,,
,,,,,,,,,,WDR90,MAP6,,GRIK5,VSX2,,,ZNF302,ETDB,DNM1P31,LINC01756,,,,,
,,,,,,,,,,WDR97,MAPK3,,GRIN1,VWFP1,,,ZNF333,ETV3L,DNM1P33,LINC01757,,,,,
